Submission ID,Respondent ID,Submitted at,Category,Question,Response
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Google Gemini
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Claude
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),v0 by Vercel
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Coursera
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Udemy
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),LinkedIn Learning
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Twitter/X
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Stack Overflow
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Podcasts
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),GitHub repositories/Open Source projects
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Official documentation,"e.g., MDN, language docs"
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Tech blogs/news websites
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Books,physical or e-books
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Conferences/Workshops,local or international
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Internet/data stipend or reimbursement
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Laptop/work equipment provided
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Flexible/Remote work options
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Learning & development budget/opportunities
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Transport allowance/reimbursement
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",Flutter Ghana
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply) (GDG (Google Developer Groups) Ghana chapters","e.g., GDG Accra, GDG Kumasi"
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Cybersecurity
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),AI Ethics & Governance
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Investment/Fundraising Expertise
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Better access to capital/funding,"e.g., angel investors, VCs, grants"
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger mentorship culture and structured mentorship programs
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More and better-paying job opportunities locally
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Clearer and more supportive government policies/regulations for tech
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Affordable and reliable tech infrastructure,"internet, power, co-working spaces"
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Improved access to global markets and international partnerships
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Stronger community/peer learning and knowledge sharing initiatives
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Enhanced STEM education from foundational levels
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),"Increased collaboration between academia, industry, and government"
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Greater focus on research and development,R&D
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local success stories to inspire and attract talent
2EL0eKL,L88bNJ,2025-07-31 13:20:49,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Reduced brain drain,talent leaving Ghana
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Fintech,"Financial Technology: Payments, Lending, Insurtech, Wealth Management"
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Microsoft Teams
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Claude
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply) (GitHub Copilot,for code generation
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply) (Grammarly,AI-powered writing assistant
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Official documentation,"e.g., MDN, language docs"
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply) (Conferences/Workshops,local or international
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Health insurance
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Internet/data stipend or reimbursement
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Laptop/work equipment provided
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Flexible/Remote work options
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Learning & development budget/opportunities
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Paid time off,"Vacation, Sick Leave"
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Performance bonuses
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Pension contributions,"e.g., Tier 2/3"
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Meal allowance/subsidies
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",DevCongress
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),"None, the ecosystem is well-rounded in skills"
b5LPOEe,ROO4pQ,2025-07-31 13:38:06,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Reduced brain drain,talent leaving Ghana
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (SaaS / B2B Solutions,Software as a Service for businesses
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Zoom/Google Meet
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Jira
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Other
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Claude
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply) (GitHub Copilot,for code generation
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Lovable
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),v0 by Vercel
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Stack Overflow
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),GitHub repositories/Open Source projects
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Tech blogs/news websites
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Health insurance
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Internet/data stipend or reimbursement
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Laptop/work equipment provided
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Flexible/Remote work options
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Learning & development budget/opportunities
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply) (Paid time off,"Vacation, Sick Leave"
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Stock options or equity
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Performance bonuses
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Transport allowance/reimbursement
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Employment Benefits,What benefits do you receive in your current role? (Select all that apply),Meal allowance/subsidies
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Tech Communities,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana? (Select all that apply)",
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Data Science/Machine Learning Engineering
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),Blockchain/Web3 Development
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Skills Gaps,What specific skills or areas of expertise do you believe are most lacking or in highest demand within the local Ghanaian tech ecosystem? (Select up to 3),AI Ethics & Governance
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Better access to capital/funding,"e.g., angel investors, VCs, grants"
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More and better-paying job opportunities locally
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),More local startup accelerators/incubators with proven track records
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply),Clearer and more supportive government policies/regulations for tech
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Affordable and reliable tech infrastructure,"internet, power, co-working spaces"
5BLRLPd,7QQZzR,2025-07-31 13:43:35,Ecosystem Needs,What do you think the local Ghanaian tech ecosystem needs most to accelerate its growth and impact? (Select all that apply) (Greater focus on research and development,R&D
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (Edtech,Education Technology
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Tech Verticals,Which tech vertical(s) are you currently working in or primarily focused on? (Select all that apply) (AI/ML/Big Data,"Artificial Intelligence, Machine Learning, Data Analytics"
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Slack
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply),Zoom/Google Meet
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Collaboration Tools,What general collaboration and productivity tools do you use regularly? (Select all that apply) (Google Workspace,"Docs, Sheets, Drive"
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),ChatGPT
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply),Claude
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Collaboration Tools,Which Generative AI / AI tools do you use for productivity in your work? (Select all that apply) (GitHub Copilot,for code generation
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),YouTube
D45Q01q,VrrMqJ,2025-07-31 14:06:01,Learning Platforms,Which platforms or methods do you primarily use to learn new skills and stay updated in tech? (Select all that apply),Coursera
